"","accession","domain","family","genome_type","host","isolate","order","size","subfamily","subgenome_type","topology","virus","Host_name","species_level"
"1437","NC_011802","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Salmonella enterica",NA,"Caudovirales",41941,NA,"P22virus","linear","Salmonella phage SE1 (in:P22virus)","Salmonella_enterica","Yes"
"1438","NC_011048","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Bacillus subtilis",NA,"Caudovirales",19282,NA,"Phi29virus","linear","Bacillus virus phi29","Bacillus_subtilis","Yes"
"1439","NC_011045","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",38841,NA,"T7virus","linear","Enterobacteria phage 13a","Escherichia_coli","Yes"
"1440","NC_011042","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",39252,NA,"T7virus","linear","Enterobacteria phage EcoDS1","Escherichia_coli","Yes"
"1441","NC_011040","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",39816,NA,"T7virus","linear","Enterobacteria phage BA14","Escherichia_coli","Yes"
"1442","NC_010807","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. enterica serovar Gallinarum",NA,"Caudovirales",38815,NA,"T7virus","linear","Salmonella phage phiSG-JL2","Salmonella_enterica","Yes"
"1443","NC_013693","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Shigella boydii",NA,"Caudovirales",158006,NA,NA,"linear","Shigella phage Ag3","Shigella_boydii","Yes"
"1444","NC_020414","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. enterica serovar Typhimurium",NA,"Caudovirales",43931,NA,"unclassified Sp6likevirus","linear","Enterobacteria phage UAB_Phi78","Salmonella_enterica","Yes"
"1445","NC_018856","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus cereus HER1399",NA,"Caudovirales",153962,NA,"Bastillevirus","circular","Bacillus phage Bastille","Bacillus_cereus","Yes"
"1446","NC_019450","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",93017,NA,NA,"linear","Pseudomonas phage JG004","Pseudomonas_aeruginosa","Yes"
"1447","NC_019449","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus delbrueckii subsp. bulgaricus",NA,"Caudovirales",31841,NA,"C5virus","linear","Lactobacillus virus c5","Lactobacillus_delbrueckii","Yes"
"1448","NC_016563","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus cereus",NA,"Caudovirales",156897,NA,"Wphvirus","linear","Bacillus phage W.Ph.","Bacillus_cereus","Yes"
"1449","NC_020079","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",147737,NA,NA,"linear","Escherichia phage phAPEC8","Escherichia_coli","Yes"
"1450","NC_020204","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Klebsiella pneumoniae JDM777",NA,"Caudovirales",48814,NA,NA,"circular","Klebsiella phage JD001","Klebsiella_pneumoniae","Yes"
"1451","NC_018086","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterococcus faecalis",NA,"Caudovirales",53996,NA,"Sap6virus","linear","Enterococcus phage BC611","Enterococcus_faecalis","Yes"
"1452","NC_020197","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Streptococcus thermophilus",NA,"Caudovirales",45606,NA,NA,"linear","Streptococcus phage TP-J34","Streptococcus_thermophilus","Yes"
"1453","NC_020083","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Serratia sp.",NA,"Caudovirales",157834,NA,NA,"circular","Serratia phage phiMAM1","Serratia_sp","Yes"
"1454","NC_019521","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Sphingomonas paucimobilis, Felix d'Herelle Reference Center for Phages host #1398",NA,"Caudovirales",219372,NA,NA,"linear","Sphingomonas phage PAU","Sphingomonas_paucimobilis","Yes"
"1455","NC_019519","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Agrobacterium sp. H13-3",NA,"Caudovirales",69391,NA,NA,"linear","Agrobacterium phage 7-7-1","Agrobacterium_sp","Yes"
"1456","NC_019704","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",44375,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage mEp237","Escherichia_coli","Yes"
"1457","NC_017971","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Pseudomonas putida PpG1",NA,"Caudovirales",46271,NA,NA,"linear","Pseudomonas phage tf","Pseudomonas_putida","Yes"
"1458","NC_019935","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",64144,NA,NA,"circular","Pseudomonas phage KPP12","Pseudomonas_aeruginosa","Yes"
"1459","NC_019934","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii",NA,"Caudovirales",39012,NA,NA,"circular","Cronobacter phage ENT39118","Cronobacter_sakazakii","Yes"
"1460","NC_019932","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Erwinia amylovora",NA,"Caudovirales",29564,NA,NA,"circular","Erwinia phage ENT90","Erwinia_amylovora","Yes"
"1461","NC_019930","Viruses",NA,"dsDNA viruses, no RNA stage","Tetrasphaera jenkinsii",NA,"Caudovirales",49219,NA,NA,"circular","Tetrasphaera phage TJE1","Tetrasphaera_jenkinsii","Yes"
"1462","NC_019927","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii",NA,"Caudovirales",47611,NA,NA,"circular","Cronobacter phage ENT47670","Cronobacter_sakazakii","Yes"
"1463","NC_019924","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Clostridium sporogenes",NA,"Caudovirales",47595,NA,NA,"linear","Clostridium phage phi8074-B1","Clostridium_sporogenes","Yes"
"1464","NC_019917","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Burkholderia cenocepacia",NA,"Caudovirales",62952,NA,NA,"linear","Burkholderia virus Bcepmigl","Burkholderia_cenocepacia","Yes"
"1465","NC_019916","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus plantarum ATCC 8014",NA,"Caudovirales",38002,NA,"Phijl1virus","linear","Lactobacillus virus ATCC8014","Lactobacillus_plantarum","Yes"
"1466","NC_019915","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus capitis",NA,"Caudovirales",40917,NA,NA,"linear","Staphylococcus phage StB20","Staphylococcus_capitis","Yes"
"1467","NC_019914","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus hominis",NA,"Caudovirales",40071,NA,NA,"linear","Staphylococcus phage StB27","Staphylococcus_hominis","Yes"
"1468","NC_019909","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Yersinia enterocolitica",NA,"Caudovirales",168809,NA,NA,"linear","Yersinia phage phiR1-RT","Yersinia_enterocolitica","Yes"
"1469","NC_019769","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",38964,NA,NA,"linear","Enterobacteria phage HK542","Escherichia_coli","Yes"
"1470","NC_019768","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",41468,NA,NA,"linear","Enterobacteria phage HK106","Escherichia_coli","Yes"
"1471","NC_019767","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",40155,NA,NA,"linear","Enterobacteria phage HK544","Escherichia_coli","Yes"
"1472","NC_019726","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",141836,NA,"Kayvirus","circular","Staphylococcus phage JD007","Staphylococcus_aureus","Yes"
"1473","NC_019724","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",43741,NA,"Hk578virus","linear","Escherichia phage HK578","Escherichia_coli","Yes"
"1474","NC_019723","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",47090,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage HK630","Escherichia_coli","Yes"
"1475","NC_019722","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Vibrio parahaemolyticus",NA,"Caudovirales",41351,NA,"Vhmlvirus","linear","Vibrio phage vB_VpaM_MAR","Vibrio_parahaemolyticus","Yes"
"1476","NC_019721","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",40029,NA,"unclassified Lambda-like viruses","linear","Enterobacterial phage mEp390","Escherichia_coli","Yes"
"1477","NC_019720","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",44120,NA,"unclassified Lambda-like viruses","linear","Enterobacterial phage mEp213","Escherichia_coli","Yes"
"1478","NC_019719","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",41528,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage HK633","Escherichia_coli","Yes"
"1479","NC_019718","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",45805,NA,"Rogue1virus","linear","Enterobacteria phage vB_EcoS_Rogue1","Escherichia_coli","Yes"
"1480","NC_019717","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",45366,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage HK225","Escherichia_coli","Yes"
"1481","NC_019716","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",44510,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage mEp460","Escherichia_coli","Yes"
"1482","NC_019715","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",39578,NA,"unclassified Lambda-like viruses","linear","Enterobacterial phage mEp234","Escherichia_coli","Yes"
"1483","NC_019714","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",39026,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage HK446","Escherichia_coli","Yes"
"1484","NC_019713","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Vibrio parahaemolyticus",NA,"Caudovirales",78751,NA,"Ssp2virus","linear","Vibrio phage vB_VpaS_MAR10","Vibrio_parahaemolyticus","Yes"
"1485","NC_019711","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",47288,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage HK629","Escherichia_coli","Yes"
"1486","NC_019710","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",40710,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage HK140","Escherichia_coli","Yes"
"1487","NC_019709","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",41567,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage mEpX1","Escherichia_coli","Yes"
"1488","NC_019708","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",37595,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage mEp235","Escherichia_coli","Yes"
"1489","NC_019707","Viruses","Leviviridae","ssRNA viruses","Escherichia coli J53 (plasmid RIP69)",NA,NA,3405,"unclassified Leviviridae","ssRNA positive-strand viruses, no DNA stage","linear","Enterobacteria phage M","Escherichia_coli","Yes"
"1490","NC_019706","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",42780,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage mEp043 c-1","Escherichia_coli","Yes"
"1491","NC_019705","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",38759,NA,"unclassified Lambda-like viruses","linear","Enterobacteria phage mEpX2","Escherichia_coli","Yes"
"1492","NC_019517","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",136947,NA,"Vequintavirinae","linear","Escherichia phage FV3","Escherichia_coli","Yes"
"1493","NC_013195","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",40761,NA,NA,"linear","Staphylococcus phage P954","Staphylococcus_aureus","Yes"
"1494","NC_011216","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Burkholderia cenocepacia",NA,"Caudovirales",37635,NA,NA,"linear","Burkholderia phage KS10","Burkholderia_cenocepacia","Yes"
"1495","NC_009818","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa UCBPP-PA14",NA,"Caudovirales",36409,NA,"D3112virus","linear","Pseudomonas virus MP22","Pseudomonas_aeruginosa","Yes"
"1496","NC_008717","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",36415,NA,"D3112virus","linear","Pseudomonas virus DMS3","Pseudomonas_aeruginosa","Yes"
"1497","NC_007497","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Burkholderia cepacia",NA,"Caudovirales",44856,NA,NA,"linear","Burkholderia phage Bcep176","Burkholderia_cepacia","Yes"
"1498","NC_005885","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Actinoplanes sp. SN223/29",NA,"Caudovirales",58638,NA,NA,"linear","Actinoplanes phage phiAsp2","Actinoplanes_sp","Yes"
"1499","NC_004333","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Burkholderia cepacia",NA,"Caudovirales",48247,NA,NA,"linear","Burkholderia virus Bcep781","Burkholderia_cepacia","Yes"
"1500","NC_005263","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Burkholderia cenocepacia",NA,"Caudovirales",48177,NA,NA,"linear","Burkholderia virus Bcep1","Burkholderia_cenocepacia","Yes"
"1501","NC_005178","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",37611,NA,"D3112virus","linear","Pseudomonas virus D3112","Pseudomonas_aeruginosa","Yes"
"1502","NC_019548","Viruses","Inoviridae","ssDNA viruses","Ralstonia solanacearum",NA,NA,7288,NA,"unclassified Inovirus","circular","Ralstonia phage RSS0","Ralstonia_solanacearum","Yes"
"1503","NC_019545","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella typhimurium",NA,"Caudovirales",47355,NA,NA,"circular","Salmonella phage SPN3UB","Salmonella_enterica","Yes"
"1504","NC_019543","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Aeromonas salmonicida",NA,"Caudovirales",160646,NA,NA,"linear","Aeromonas phage Aes508","Aeromonas_salmonicida","Yes"
"1505","NC_019540","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Salinivibrio costicola",NA,"Caudovirales",49390,NA,NA,"linear","Salinivibrio phage CW02","Salinivibrio_costicola","Yes"
"1506","NC_019538","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Aeromonas hydrophila",NA,"Caudovirales",231743,NA,"T4virus","linear","Aeromonas phage CC2","Aeromonas_hydrophila","Yes"
"1507","NC_019530","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella typhimurium",NA,"Caudovirales",157785,NA,NA,"linear","Salmonella phage Sh19","Salmonella_enterica","Yes"
"1508","NC_019529","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Vibrio parahaemolyticus ATCC 33844",NA,"Caudovirales",111506,NA,"unclassified T5likevirus","linear","Vibrio phage pVp-1","Vibrio_parahaemolyticus","Yes"
"1509","NC_019528","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Aeromonas salmonicida subsp. salmonicida",NA,"Caudovirales",41572,NA,"unassigned Autographivirinae","linear","Aeromonas phage phiAS7","Aeromonas_salmonicida","Yes"
"1510","NC_019527","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Aeromonas salmonicida","HER109","Caudovirales",43551,NA,NA,"linear","Aeromonas phage vB_AsaM-56","Aeromonas_salmonicida","Yes"
"1511","NC_019526","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Klebsiella sp.",NA,"Caudovirales",345809,NA,NA,"linear","Enterobacteria phage vB_KleM-RaK2","Klebsiella_sp","No"
"1512","NC_019525","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bdellovibrio bacteriovorus",NA,"Caudovirales",45354,NA,NA,"linear","Bdellovibrio phage phi1422","Bdellovibrio_bacteriovorus","Yes"
"1513","NC_019524","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Enterobacter cancerogenus",NA,"Caudovirales",60364,NA,NA,"linear","Enterobacter phage Enc34","Enterobacter_cancerogenus","Yes"
"1514","NC_019523","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Clostridium perfringens","phi24R","Caudovirales",18919,NA,"unassigned Picovirinae","linear","Clostridium phage phi24R","Clostridium_perfringens","Yes"
"1515","NC_019522","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pectobacterium carotovorum",NA,"Caudovirales",48454,NA,NA,"linear","Pectobacterium phage ZF40","Pectobacterium_carotovorum","Yes"
"1516","NC_019520","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia sp.",NA,"Caudovirales",42608,NA,"unclassified phiKMV-like phages","linear","Escherichia phage phiKT","Escherichia_sp","No"
"1517","NC_019518","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Vibrio cholerae","HER52","Caudovirales",44485,NA,NA,"linear","Vibrio phage vB_VchM-138","Vibrio_cholerae","Yes"
"1518","NC_019516","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Synechococcus sp. WH8102",NA,"Caudovirales",161440,NA,NA,"linear","Cyanophage S-TIM5","Synechococcus_sp","Yes"
"1519","NC_019515","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Bacillus cereus",NA,"Caudovirales",93839,NA,NA,"circular","Bacillus phage BCD7","Bacillus_cereus","Yes"
"1520","NC_019514","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Erwinia amylovora",NA,"Caudovirales",74669,NA,"unclassified N4likevirus","linear","Erwinia phage vB_EamP-S6","Erwinia_amylovora","Yes"
"1521","NC_019512","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Helicobacter pylori",NA,"Caudovirales",26836,NA,"Una961virus","linear","Helicobacter phage 1961P","Helicobacter_pylori","Yes"
"1522","NC_019509","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii ATCC29544",NA,"Caudovirales",49116,NA,"unassigned Tunavirinae","linear","Cronobacter virus Esp2949-1","Cronobacter_sakazakii","Yes"
"1523","NC_019508","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Clostridium perfringens",NA,"Caudovirales",38309,NA,NA,"linear","Clostridium phage phiCP34O","Clostridium_perfringens","Yes"
"1524","NC_019507","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Campylobacter sp.",NA,"Caudovirales",182833,NA,"Cp220virus","linear","Campylobacter virus CP21","Campylobacter_sp","Yes"
"1525","NC_019506","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Clostridium perfringens",NA,"Caudovirales",38329,NA,NA,"linear","Clostridium phage phiCP13O","Clostridium_perfringens","Yes"
"1526","NC_019505","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",166452,NA,"T4virus","linear","Escherichia phage wV7","Escherichia_coli","Yes"
"1527","NC_019504","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Erwinia amylovora",NA,"Caudovirales",56621,NA,NA,"linear","Erwinia phage vB_EamM-Y2","Erwinia_amylovora","Yes"
"1528","NC_019503","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli","ime09","Caudovirales",166499,NA,"T4virus","linear","Escherichia phage ime09","Escherichia_coli","Yes"
"1529","NC_019502","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Bacillus thuringiensis var. israelensis ATCC 35646",NA,"Caudovirales",44401,NA,NA,"linear","Bacillus phage phIS3501","Bacillus_thuringiensis","Yes"
"1530","NC_019501","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",39646,NA,NA,"linear","Enterobacteria phage IME10","Escherichia_coli","Yes"
"1531","NC_019500","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli O78.A",NA,"Caudovirales",168066,NA,"Js98virus","linear","Enterobacteria phage Bp7","Escherichia_coli","Yes"
"1532","NC_019496","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Clostridium perfringens",NA,"Caudovirales",39188,NA,NA,"linear","Clostridium phage phiCP26F","Clostridium_perfringens","Yes"
"1533","NC_019423","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",72570,NA,"G7cvirus","circular","Escherichia phage IME11","Escherichia_coli","Yes"
"1534","NC_019416","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Stenotrophomonas maltophilia","IME15","Caudovirales",38513,NA,"T7virus","linear","Stenotrophomonas phage IME15","Stenotrophomonas_maltophilia","Yes"
"1535","NC_019400","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii",NA,"Caudovirales",147940,NA,"Vequintavirinae","linear","Cronobacter phage vB_CsaM_GAP31","Cronobacter_sakazakii","Yes"
"1536","NC_019398","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii",NA,"Caudovirales",178193,NA,"T4virus","linear","Cronobacter phage vB_CsaM_GAP161","Cronobacter_sakazakii","Yes"
"1537","NC_018855","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli DM01",NA,"Caudovirales",169158,NA,"Rb69virus","circular","Escherichia phage HX01","Escherichia_coli","Yes"
"1538","NC_018835","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli DE172",NA,"Caudovirales",77448,NA,"Phieco32virus","linear","Escherichia phage NJ01","Escherichia_coli","Yes"
"1539","NC_019490","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Riemerella anatipestifer",NA,"Caudovirales",49329,NA,NA,"linear","Riemerella phage RAP44","Riemerella_anatipestifer","Yes"
"1540","NC_019489","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus sp.",NA,"Caudovirales",41726,NA,NA,"linear","Lactobacillus phage Sha1","Lactobacillus_sp","Yes"
"1541","NC_019488","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Salmonella enterica subsp. enterica serovar Enteritidis str. LK5",NA,"Caudovirales",34117,NA,NA,"linear","Salmonella phage RE-2010","Salmonella_enterica","Yes"
"1542","NC_019486","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus sp.",NA,"Caudovirales",42606,NA,NA,"linear","Lactobacillus phage LF1","Lactobacillus_sp","Yes"
"1543","NC_019485","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Enterobacter cloacae",NA,"Caudovirales",59080,NA,"unclassified N4likevirus","linear","Enterobacter phage EcP1","Enterobacter_cloacae","Yes"
"1544","NC_019457","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Vibrio cholerae ElTor","HER373","Caudovirales",44492,NA,NA,"linear","Vibrio phage CP-T1","Vibrio_cholerae","Yes"
"1545","NC_019456","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Lactobacillus delbrueckii subsp. lactis",NA,"Caudovirales",49433,NA,NA,"linear","Lactobacillus phage JCL1032","Lactobacillus_delbrueckii","Yes"
"1546","NC_019455","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Haemophilus parasuis 34086b",NA,"Caudovirales",37151,NA,"unclassified Mu-like viruses","linear","Haemophilus phage SuMu","Haemophilus_parasuis","Yes"
"1547","NC_019454","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Pantoea agglomerans",NA,"Caudovirales",44546,NA,"Autographivirinae","linear","Pantoea phage LIMElight","Pantoea_agglomerans","Yes"
"1548","NC_019453","Viruses","Leviviridae","ssRNA viruses","Caulobacter crescentus",NA,NA,3762,"unclassified Leviviridae","ssRNA positive-strand viruses, no DNA stage","linear","Caulobacter phage phiCb5","Caulobacter_crescentus","Yes"
"1549","NC_019451","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",66116,NA,"unclassified Pbunalikevirus","linear","Pseudomonas phage NH-4","Pseudomonas_aeruginosa","Yes"
"1550","NC_019448","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Staphylococcus aureus",NA,"Caudovirales",139806,NA,"Kayvirus","linear","Staphylococcus phage GH15","Staphylococcus_aureus","Yes"
"1551","NC_019447","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Brucella melitensis 16M",NA,"Caudovirales",38253,NA,"Prtbvirus","circular","Brucella phage Pr","Brucella_melitensis","Yes"
"1552","NC_019446","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Brucella abortus 544",NA,"Caudovirales",41148,NA,"Prtbvirus","circular","Brucella phage Tb","Brucella_abortus","Yes"
"1553","NC_019445","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli O103:H25 strain NIPH-11060424/NVH-734",NA,"Caudovirales",44784,NA,"unclassified Epsilon15likevirus","linear","Escherichia phage TL-2011b","Escherichia_coli","Yes"
"1554","NC_019442","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli O103:H25 strain NIPH-11060424/NVH-734",NA,"Caudovirales",60523,NA,"Tl2011virus","linear","Escherichia phage TL-2011c","Escherichia_coli","Yes"
"1555","NC_017674","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Pseudomonas aeruginosa",NA,"Caudovirales",66275,NA,NA,"linear","Pseudomonas phage JG024","Pseudomonas_aeruginosa","Yes"
"1556","NC_019422","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Clostridium difficile",NA,"Caudovirales",31674,NA,NA,"circular","Clostridium phage phiMMP04","Clostridium_difficile","Yes"
"1557","NC_019421","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Clostridium difficile",NA,"Caudovirales",48396,NA,NA,"circular","Clostridium phage phiMMP02","Clostridium_difficile","Yes"
"1558","NC_019417","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Salmonella sp.",NA,"Caudovirales",59203,NA,"Chivirus","circular","Salmonella virus SPN19","Salmonella_sp","No"
"1559","NC_019414","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Streptomyces coelicolor A3(2)",NA,"Caudovirales",51071,NA,NA,"linear","Streptomyces phage R4","Streptomyces_coelicolor","Yes"
"1560","NC_019404","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",46054,NA,"Rtpvirus","linear","Escherichia phage vB_Eco_ACG-M12","Escherichia_coli","Yes"
"1561","NC_019403","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",43731,NA,"unclassified Sp6likevirus","linear","Enterobacteria phage vB_EcoP_ACG-C91","Escherichia_coli","Yes"
"1562","NC_019402","Viruses","Podoviridae","dsDNA viruses, no RNA stage","Cronobacter sakazakii",NA,"Caudovirales",76631,NA,"unclassified Phieco32likevirus","linear","Cronobacter phage vB_CsaP_GAP52","Cronobacter_sakazakii","Yes"
"1563","NC_019399","Viruses","Myoviridae","dsDNA viruses, no RNA stage","Escherichia coli",NA,"Caudovirales",167396,NA,"T4virus","linear","Escherichia phage vB_EcoM_ACG-C40","Escherichia_coli","Yes"
"1564","NC_018831","Viruses","Siphoviridae","dsDNA viruses, no RNA stage","Listeria sp.",NA,"Caudovirales",67170,NA,"P70virus","linear","Listeria phage P70","Listeria_sp","No"
